时间,BL,Market
2019-10-21,115.57125477959238,106.36496843592622
2019-10-22,115.58443993939606,106.63978562861682
2019-10-23,115.46541401946662,106.14924113420952
2019-10-24,115.37601989160167,105.91949176776619
2019-10-25,115.5503435565144,106.53910354402221
2019-10-28,115.8098830903829,107.54264538177236
2019-10-29,115.67358072405307,106.91655029441338
2019-10-30,115.5129945210752,106.42161812811335
2019-10-31,115.50086227972487,106.23144611493274
2019-11-01,115.69219223843234,106.91504099278433
2019-11-04,115.896184500342,107.45826278443037
2019-11-05,116.01581305113666,107.7268427905739
2019-11-06,115.88438715013294,107.21156187831772
2019-11-07,115.9328616481722,107.34615721565281
2019-11-08,115.8508396222673,106.96886762147561
2019-11-11,114.99940267280542,105.23935521352821
2019-11-12,115.06251967004621,105.3252236010111
2019-11-13,115.11651119635732,105.35539642032322
2019-11-14,114.9526200915807,105.34453453596375
2019-11-15,114.61119570438503,104.62134290513076
2019-11-18,114.86422993392138,105.13423678640892
2019-11-19,115.35848432259942,106.095496154078
2019-11-20,115.57944999729123,105.9883428249109
2019-11-21,115.34227806535044,105.74278532931099
2019-11-22,115.17657560935555,105.3728406364893
2019-11-25,115.41477487078878,105.87420365886051
2019-11-26,115.43658681470642,105.98807023941185
